lith_word_studied,eng_word_studied,participant_id,delay_group,study1_start,study2_start,study3_start,study4_start,study5_start,jol_start,recall_start,jol_value,eng_word_response,recall_accuracy,study_test_lag
varpas,bell,F6,F,1468858212,1468858805,1468859414,1468860025,1468860640,1468861080,1469116823,80,bell,1,4269.716667
miestas,city,F6,F,1468858226,1468858795,1468859428,1468859992,1468860590,1468861076,1469116801,100,unsure,0,4270.183333
lietus,rain,F6,F,1468858240,1468858827,1468859438,1468860039,1468860600,1468861064,1469116798,90,rain,1,4269.966667
batas,shoe,F6,F,1468858254,1468858864,1468859482,1468860101,1468860654,1468861096,1469116826,100,shoe,1,4269.533333
karalius,king,F6,F,1468858270,1468858904,1468859499,1468860063,1468860687,1468861092,1469116831,60,king,1,4269.066667
akis,eye,F6,F,1468858282,1468858890,1468859470,1468860111,1468860664,1468861101,1469116870,100,eye,1,4270.1
masina,car,F6,F,1468858295,1468858880,1468859513,1468860091,1468860701,1468861084,1469116835,80,car,1,4268.9
pinigine,wallet,F6,F,1468858307,1468858854,1468859454,1468860075,1468860676,1468861087,1469116866,91,wallet,1,4269.833333
laikrodis,clock,F6,F,1468858317,1468858932,1468859551,1468860174,1468860763,1468861124,1469116889,60,clock,1,4268.766667
laiptelis,stair,F6,F,1468858329,1468858918,1468859541,1468860124,1468860733,1468861110,1469116874,70,stair,1,4269.016667
kumpis,ham,F6,F,1468858345,1468858969,1468859529,1468860138,1468860747,1468861120,1469116880,50,unsure,0,4268.883333
duona,bread,F6,F,1468858357,1468858948,1468859563,1468860162,1468860717,1468861117,1469116893,70,bread,1,4269.6
vaistas,drug,F6,F,1468858371,1468858959,1468859575,1468860150,1468860779,1468861128,1469116910,100,drug,1,4268.85
pastatas,building,F7,F,1469476375,1469477013,1469477565,1469478223,1469478784,1469479568,1469735664,69,bread,0,4281.333333
mesa,meat,F7,F,1469476388,1469476987,1469477622,1469478193,1469478808,1469479563,1469735683,80,unsure,0,4281.25
kreida,chalk,F7,F,1469476402,1469476971,1469477581,1469478243,1469478798,1469479552,1469735719,80,unsure,0,4282.016667
bugnas,drum,F7,F,1469476416,1469477001,1469477595,1469478233,1469478819,1469479578,1469735700,60,house,0,4281.35
muilas,soap,F7,F,1469476428,1469477027,1469477612,1469478209,1469478829,1469479573,1469735742,60,cookie,0,4281.883333
rusys,basement,F7,F,1469476444,1469477069,1469477662,1469478286,1469478857,1469479583,1469735748,71,unsure,0,4281.516667
mokykla,school,F7,F,1469476458,1469477081,1469477690,1469478310,1469478893,1469479596,1469735757,80,mountain,0,4281.066667
dirzas,belt,F7,F,1469476474,1469477092,1469477674,1469478257,1469478845,1469479601,1469735787,49,train,0,4282.366667
pupa,bean,F7,F,1469476486,1469477041,1469477634,1469478298,1469478869,1469479592,1469735812,91,unsure,0,4282.383333
nafta,oil,F7,F,1469476502,1469477055,1469477648,1469478269,1469478883,1469479588,1469735778,50,unsure,0,4281.583333
sausainis,cookie,F7,F,1469476513,1469477148,1469477761,1469478362,1469478940,1469479630,1469735858,80,meat,0,4281.966667
purvas,dirt,F7,F,1469476523,1469477158,1469477729,1469478350,1469478950,1469479634,1469735865,60,unsure,0,4281.916667
traukinys,train,F7,F,1469476533,1469477104,1469477702,1469478322,1469478917,1469479621,1469735839,80,unsure,0,4282.033333
arbata,tea,F7,F,1469476543,1469477120,1469477745,1469478372,1469478903,1469479608,1469735848,70,cat,0,4282.416667
smuikas,violin,F7,F,1469476559,1469477136,1469477719,1469478338,1469478930,1469479614,1469735872,61,unsure,0,4282.366667
burna,mouth,F7,F,1469476575,1469477233,1469477803,1469478437,1469479018,1469479643,1469735888,70,unsure,0,4281.166667
daina,song,F7,F,1469476585,1469477217,1469477773,1469478423,1469479006,1469479655,1469735921,49,rain,0,4281.916667
zele,jelly,F7,F,1469476601,1469477201,1469477829,1469478386,1469478992,1469479651,1469735879,100,jelly,1,4281.45
kriaukle,sink,F7,F,1469476612,1469477184,1469477813,1469478397,1469478964,1469479647,1469735913,99,instrument,0,4282.483333
kamuolys,ball,F7,F,1469476622,1469477168,1469477787,1469478409,1469478978,1469479638,1469735936,69,ocean,0,4282.633333
gelezis,iron,F7,F,1469476632,1469477305,1469477902,1469478495,1469479085,1469479659,1469735963,70,ice,0,4281.3
kardas,sword,F7,F,1469476648,1469477245,1469477892,1469478512,1469479075,1469479678,1469735967,49,pants,0,4281.533333
tiltas,bridge,F7,F,1469476662,1469477289,1469477862,1469478479,1469479032,1469479674,1469735979,50,unsure,0,4282.45
smegenys,brain,F7,F,1469476672,1469477273,1469477878,1469478465,1469479059,1469479671,1469735948,100,unsure,0,4281.483333
sesuo,sister,F7,F,1469476688,1469477259,1469477846,1469478449,1469479047,1469479664,1469735942,100,unsure,0,4281.583333
padazas,gravy,F7,F,1469476704,1469477316,1469477938,1469478524,1469479137,1469479738,1469736039,50,cookie,0,4281.7
plyta,brick,F7,F,1469476717,1469477344,1469477922,1469478556,1469479153,1469479685,1469736007,82,beach,0,4280.9
lova,bed,F7,F,1469476729,1469477364,1469477953,1469478568,1469479097,1469479715,1469735997,100,love,0,4281.666667
upe,river,F7,F,1469476743,1469477330,1469477912,1469478544,1469479109,1469479735,1469736031,51,unsure,0,4282.033333
kirvis,axe,F7,F,1469476753,1469477354,1469477967,1469478534,1469479125,1469479721,1469736019,51,unsure,0,4281.566667
kunigas,priest,F7,F,1469476767,1469477422,1469477987,1469478641,1469479192,1469479746,1469736045,70,unsure,0,4280.883333
knyga,book,F7,F,1469476783,1469477400,1469477977,1469478596,1469479204,1469479750,1469736053,70,house,0,4280.816667
varpas,bell,F7,F,1469476793,1469477388,1469477997,1469478612,1469479216,1469479757,1469736094,69,bat,0,4281.3
miestas,city,F7,F,1469476807,1469477378,1469478011,1469478580,1469479166,1469479754,1469736086,70,mouth,0,4282
lietus,rain,F7,F,1469476821,1469477410,1469478021,1469478627,1469479176,1469479742,1469736073,70,dirt,0,4281.616667
batas,shoe,F7,F,1469476835,1469477447,1469478066,1469478689,1469479230,1469479771,1469736106,60,dance,0,4281.266667
karalius,king,F7,F,1469476852,1469477487,1469478082,1469478651,1469479262,1469479767,1469736116,99,unsure,0,4280.9
akis,eye,F7,F,1469476864,1469477473,1469478053,1469478699,1469479240,1469479775,1469736147,50,unsure,0,4281.783333
masina,car,F7,F,1469476876,1469477463,1469478096,1469478679,1469479277,1469479761,1469736133,70,kitchen,0,4280.933333
pinigine,wallet,F7,F,1469476888,1469477437,1469478037,1469478663,1469479252,1469479764,1469736140,70,bird,0,4281.466667
laikrodis,clock,F7,F,1469476898,1469477515,1469478134,1469478762,1469479339,1469479793,1469736176,70,lake,0,4280.616667
laiptelis,stair,F7,F,1469476910,1469477501,1469478124,1469478711,1469479309,1469479780,1469736157,61,pencil,0,4280.8
kumpis,ham,F7,F,1469476926,1469477552,1469478112,1469478725,1469479323,1469479788,1469736166,70,mountain,0,4280.716667
duona,bread,F7,F,1469476938,1469477531,1469478146,1469478750,1469479293,1469479784,1469736183,69,moon,0,4281.5
vaistas,drug,F7,F,1469476952,1469477542,1469478158,1469478737,1469479355,1469479797,1469736191,70,unsure,0,4280.6
pastatas,building,F8,F,1469483907,1469484589,1469485231,1469485998,1469486607,1469487386,1469742990,50,potatoes,0,4273.05
mesa,meat,F8,F,1469483919,1469484562,1469485287,1469485967,1469486631,1469487377,1469742998,90,meat,1,4272.783333
kreida,chalk,F8,F,1469483933,1469484546,1469485247,1469486018,1469486621,1469487361,1469743012,60,book,0,4273.183333
bugnas,drum,F8,F,1469483947,1469484576,1469485261,1469486008,1469486641,1469487402,1469743004,20,building,0,4272.716667
muilas,soap,F8,F,1469483959,1469484603,1469485277,1469485983,1469486651,1469487394,1469743023,30,unsure,0,4272.866667
rusys,basement,F8,F,1469483975,1469484645,1469485327,1469486060,1469486679,1469487411,1469743037,70,basement,1,4272.633333
mokykla,school,F8,F,1469483990,1469484657,1469485356,1469486084,1469486716,1469487430,1469743042,45,backpack,0,4272.1
dirzas,belt,F8,F,1469484006,1469484667,1469485340,1469486032,1469486667,1469487441,1469743051,50,mouth,0,4273.066667
pupa,bean,F8,F,1469484018,1469484617,1469485299,1469486072,1469486692,1469487423,1469743057,94,toilet,0,4272.75
nafta,oil,F8,F,1469484034,1469484631,1469485313,1469486044,1469486706,1469487418,1469743049,100,oil,1,4272.383333
sausainis,cookie,F8,F,1469484044,1469484724,1469485426,1469486137,1469486762,1469487470,1469743078,80,food,0,4271.933333
purvas,dirt,F8,F,1469484054,1469484734,1469485394,1469486125,1469486772,1469487476,1469743093,55,unsure,0,4272.016667
traukinys,train,F8,F,1469484064,1469484679,1469485368,1469486096,1469486740,1469487463,1469743066,80,school,0,4272.1
arbata,tea,F8,F,1469484074,1469484695,1469485410,1469486147,1469486726,1469487450,1469743075,100,tree,0,4272.483333
smuikas,violin,F8,F,1469484091,1469484712,1469485384,1469486113,1469486752,1469487454,1469743104,44,axe,0,4272.533333
burna,mouth,F8,F,1469484107,1469484808,1469485469,1469486211,1469486841,1469487496,1469743115,80,tongue,0,4271.233333
daina,song,F8,F,1469484117,1469484792,1469485438,1469486197,1469486829,1469487523,1469743129,70,song,1,4271.666667
zele,jelly,F8,F,1469484133,1469484776,1469485495,1469486161,1469486815,1469487516,1469743111,100,jelly,1,4271.6
kriaukle,sink,F8,F,1469484143,1469484760,1469485479,1469486171,1469486786,1469487505,1469743122,50,unsure,0,4272.266667
kamuolys,ball,F8,F,1469484153,1469484744,1469485452,1469486183,1469486801,1469487488,1469743154,7,monkey,0,4272.55
gelezis,iron,F8,F,1469484163,1469484881,1469485567,1469486270,1469486907,1469487533,1469743172,34,unsure,0,4271.083333
kardas,sword,F8,F,1469484179,1469484821,1469485557,1469486286,1469486897,1469487565,1469743179,50,sword,1,4271.366667
tiltas,bridge,F8,F,1469484194,1469484865,1469485527,1469486254,1469486855,1469487560,1469743181,90,bridge,1,4272.1
smegenys,brain,F8,F,1469484204,1469484849,1469485543,1469486240,1469486881,1469487552,1469743167,70,brain,1,4271.433333
sesuo,sister,F8,F,1469484220,1469484835,1469485511,1469486224,1469486869,1469487543,1469743160,75,unsure,0,4271.516667
padazas,gravy,F8,F,1469484236,1469484891,1469485604,1469486298,1469486960,1469487602,1469743205,45,potatoes,0,4270.75
plyta,brick,F8,F,1469484248,1469484919,1469485588,1469486330,1469486976,1469487572,1469743189,10,unsure,0,4270.216667
lova,bed,F8,F,1469484260,1469484940,1469485618,1469486343,1469486920,1469487578,1469743185,100,bed,1,4271.083333
upe,river,F8,F,1469484274,1469484905,1469485578,1469486318,1469486932,1469487595,1469743198,15,unsure,0,4271.1
kirvis,axe,F8,F,1469484284,1469484929,1469485632,1469486308,1469486948,1469487583,1469743195,50,sword,0,4270.783333
kunigas,priest,F8,F,1469484298,1469484998,1469485652,1469486415,1469487014,1469487615,1469743213,85,building,0,4269.983333
knyga,book,F8,F,1469484315,1469484976,1469485642,1469486371,1469487026,1469487627,1469743222,10,unsure,0,4269.933333
varpas,bell,F8,F,1469484325,1469484964,1469485662,1469486387,1469487039,1469487636,1469743240,40,sword,0,4270.016667
miestas,city,F8,F,1469484339,1469484954,1469485676,1469486355,1469486988,1469487632,1469743234,50,table,0,4270.766667
lietus,rain,F8,F,1469484353,1469484986,1469485687,1469486401,1469486998,1469487609,1469743229,35,rain,1,4270.516667
batas,shoe,F8,F,1469484367,1469485022,1469485731,1469486464,1469487053,1469487668,1469743243,20,unsure,0,4269.833333
karalius,king,F8,F,1469484383,1469485063,1469485747,1469486425,1469487085,1469487663,1469743254,60,king,1,4269.483333
akis,eye,F8,F,1469484395,1469485049,1469485719,1469486474,1469487063,1469487675,1469743271,40,axe,0,4270.133333
masina,car,F8,F,1469484407,1469485038,1469485761,1469486453,1469487099,1469487644,1469743262,60,machine,0,4269.383333
pinigine,wallet,F8,F,1469484419,1469485012,1469485703,1469486437,1469487075,1469487651,1469743264,65,unsure,0,4269.816667
laikrodis,clock,F8,F,1469484430,1469485091,1469485800,1469486536,1469487162,1469487701,1469743292,47,unsure,0,4268.833333
laiptelis,stair,F8,F,1469484442,1469485077,1469485789,1469486486,1469487131,1469487681,1469743276,30,unsure,0,4269.083333
kumpis,ham,F8,F,1469484458,1469485127,1469485777,1469486500,1469487145,1469487694,1469743283,6,unsure,0,4268.966667
duona,bread,F8,F,1469484470,1469485107,1469485812,1469486524,1469487115,1469487689,1469743298,54,unsure,0,4269.716667
vaistas,drug,F8,F,1469484484,1469485117,1469485824,1469486512,1469487178,1469487712,1469743308,40,unsure,0,4268.833333
pastatas,building,F9,F,1470075822,1470076535,1470077179,1470079194,1470080004,1470080718,1470334402,8,unsure,0,4239.966667
mesa,meat,F9,F,1470075834,1470076509,1470077235,1470079163,1470080028,1470080712,1470334420,64,meat,1,4239.866667
kreida,chalk,F9,F,1470075848,1470076493,1470077195,1470079214,1470080018,1470080705,1470334431,37,unsure,0,4240.216667
bugnas,drum,F9,F,1470075862,1470076523,1470077209,1470079204,1470080038,1470080727,1470334425,6,tables,0,4239.783333
muilas,soap,F9,F,1470075874,1470076549,1470077225,1470079179,1470080048,1470080723,1470334437,6,unsure,0,4239.816667
rusys,basement,F9,F,1470075890,1470076592,1470077276,1470079256,1470080076,1470080730,1470334447,7,unsure,0,4239.516667
mokykla,school,F9,F,1470075904,1470076604,1470077304,1470079280,1470080113,1470080744,1470334457,11,matter,0,4239.066667
dirzas,belt,F9,F,1470075921,1470076614,1470077288,1470079228,1470080064,1470080748,1470334475,12,dirt,0,4240.183333
pupa,bean,F9,F,1470075933,1470076563,1470077248,1470079268,1470080088,1470080739,1470334479,9,ball,0,4239.85
nafta,oil,F9,F,1470075949,1470076578,1470077262,1470079240,1470080102,1470080734,1470334470,65,tree,0,4239.466667
sausainis,cookie,F9,F,1470075959,1470076670,1470077375,1470079333,1470080159,1470080764,1470334505,54,unsure,0,4239.1
purvas,dirt,F9,F,1470075969,1470076681,1470077342,1470079321,1470080169,1470080768,1470334513,8,unsure,0,4239.066667
traukinys,train,F9,F,1470075979,1470076626,1470077316,1470079292,1470080137,1470080761,1470334484,77,unsure,0,4239.116667
arbata,tea,F9,F,1470075989,1470076642,1470077358,1470079343,1470080123,1470080752,1470334497,68,tea,1,4239.566667
smuikas,violin,F9,F,1470076005,1470076658,1470077332,1470079309,1470080149,1470080757,1470334516,9,blanket,0,4239.45
burna,mouth,F9,F,1470076022,1470076755,1470077417,1470079407,1470080238,1470080775,1470334524,8,hat,0,4238.1
daina,song,F9,F,1470076032,1470076739,1470077387,1470079393,1470080226,1470080785,1470334534,63,song,1,4238.466667
zele,jelly,F9,F,1470076048,1470076723,1470077443,1470079357,1470080211,1470080782,1470334520,63,feet,0,4238.483333
kriaukle,sink,F9,F,1470076058,1470076707,1470077427,1470079367,1470080183,1470080779,1470334528,9,king,0,4239.083333
kamuolys,ball,F9,F,1470076068,1470076691,1470077401,1470079379,1470080197,1470080772,1470334537,9,unsure,0,4239
gelezis,iron,F9,F,1470076078,1470076828,1470077516,1470079466,1470080304,1470080788,1470334548,9,unsure,0,4237.4
kardas,sword,F9,F,1470076094,1470076767,1470077506,1470079482,1470080294,1470080804,1470334550,11,unsure,0,4237.6
tiltas,bridge,F9,F,1470076108,1470076812,1470077475,1470079450,1470080252,1470080800,1470334555,65,tables,0,4238.383333
smegenys,brain,F9,F,1470076118,1470076795,1470077492,1470079436,1470080278,1470080795,1470334543,81,brain,1,4237.75
sesuo,sister,F9,F,1470076135,1470076781,1470077459,1470079420,1470080266,1470080792,1470334539,66,unsure,0,4237.883333
padazas,gravy,F9,F,1470076151,1470076838,1470077552,1470079494,1470080357,1470080824,1470334590,9,paddles,0,4237.216667
plyta,brick,F9,F,1470076163,1470076866,1470077536,1470079526,1470080373,1470080808,1470334577,10,unsure,0,4236.733333
lova,bed,F9,F,1470076175,1470076886,1470077566,1470079539,1470080316,1470080811,1470334559,63,chair,0,4237.383333
upe,river,F9,F,1470076189,1470076852,1470077526,1470079514,1470080328,1470080820,1470334584,8,unsure,0,4237.6
kirvis,axe,F9,F,1470076199,1470076876,1470077580,1470079504,1470080345,1470080815,1470334580,9,unsure,0,4237.25
kunigas,priest,F9,F,1470076213,1470076945,1470077601,1470079611,1470080411,1470080830,1470334595,14,unsuer,0,4236.4
knyga,book,F9,F,1470076229,1470076923,1470077591,1470079567,1470080423,1470080835,1470334605,9,unsure,0,4236.366667
varpas,bell,F9,F,1470076239,1470076910,1470077611,1470079583,1470080435,1470080843,1470334621,10,unsure,0,4236.433333
miestas,city,F9,F,1470076254,1470076900,1470077625,1470079551,1470080385,1470080839,1470334613,8,party,0,4237.133333
lietus,rain,F9,F,1470076268,1470076933,1470077635,1470079597,1470080395,1470080827,1470334608,8,light,0,4236.883333
batas,shoe,F9,F,1470076282,1470076969,1470077679,1470079660,1470080449,1470080856,1470334635,49,potato,0,4236.433333
karalius,king,F9,F,1470076298,1470077009,1470077695,1470079621,1470080482,1470080852,1470334638,78,king,1,4235.933333
akis,eye,F9,F,1470076310,1470076995,1470077667,1470079670,1470080460,1470080860,1470334654,30,foot,0,4236.566667
masina,car,F9,F,1470076322,1470076985,1470077710,1470079650,1470080496,1470080846,1470334645,62,table,0,4235.816667
pinigine,wallet,F9,F,1470076334,1470076959,1470077651,1470079633,1470080472,1470080849,1470334651,10,unsure,0,4236.316667
laikrodis,clock,F9,F,1470076344,1470077038,1470077748,1470079732,1470080558,1470080875,1470334665,8,unsure,0,4235.116667
laiptelis,stair,F9,F,1470076356,1470077023,1470077738,1470079682,1470080528,1470080865,1470334659,6,unsure,0,4235.516667
kumpis,ham,F9,F,1470076373,1470077074,1470077726,1470079696,1470080542,1470080872,1470334662,9,unsure,0,4235.333333
duona,bread,F9,F,1470076385,1470077054,1470077760,1470079720,1470080512,1470080868,1470334670,9,nap,0,4235.966667
vaistas,drug,F9,F,1470076399,1470077064,1470077772,1470079708,1470080574,1470080879,1470334672,8,unsure,0,4234.966667
pastatas,building,H1,H,1471631056,1471631746,1471632493,1471633302,1471633932,1471634712,1472238758,100,building,1,10080.43333
mesa,meat,H1,H,1471631068,1471631720,1471632549,1471633272,1471633956,1471634709,1472238768,100,meat,1,10080.2
kreida,chalk,H1,H,1471631082,1471631704,1471632509,1471633323,1471633946,1471634701,1472238786,80,chalk,1,10080.66667
bugnas,drum,H1,H,1471631096,1471631734,1471632523,1471633312,1471633966,1471634720,1472238771,100,drum,1,10080.08333
muilas,soap,H1,H,1471631108,1471631760,1471632539,1471633288,1471633977,1471634715,1472238803,29,soap,1,10080.43333
rusys,basement,H1,H,1471631124,1471631802,1471632590,1471633365,1471634005,1471634723,1472238813,27,cellar,0,10080.13333
mokykla,school,H1,H,1471631138,1471631814,1471632618,1471633389,1471634041,1471634732,1472238827,100,school,1,10079.76667
dirzas,belt,H1,H,1471631155,1471631825,1471632602,1471633337,1471633993,1471634735,1472238838,80,belt,1,10080.75
pupa,bean,H1,H,1471631167,1471631774,1471632561,1471633377,1471634017,1471634730,1472238847,100,bean,1,10080.5
nafta,oil,H1,H,1471631183,1471631788,1471632575,1471633349,1471634031,1471634726,1472238832,63,oil,1,10080.01667
sausainis,cookie,H1,H,1471631193,1471631881,1471632688,1471633442,1471634088,1471634750,1472238870,40,sister,0,10079.7
purvas,dirt,H1,H,1471631203,1471631891,1471632656,1471633429,1471634098,1471634755,1472238874,89,dirt,1,10079.6
traukinys,train,H1,H,1471631213,1471631837,1471632630,1471633401,1471634065,1471634746,1472238856,100,train,1,10079.85
arbata,tea,H1,H,1471631223,1471631853,1471632672,1471633452,1471634051,1471634740,1472238862,100,tea,1,10080.18333
smuikas,violin,H1,H,1471631239,1471631869,1471632646,1471633417,1471634077,1471634743,1472238882,100,violin,1,10080.08333
burna,mouth,H1,H,1471631255,1471631966,1471632731,1471633516,1471634166,1471634765,1472238902,100,mouth,1,10078.93333
daina,song,H1,H,1471631266,1471631950,1471632701,1471633502,1471634154,1471634774,1472238928,100,song,1,10079.56667
zele,jelly,H1,H,1471631282,1471631933,1471632757,1471633466,1471634140,1471634771,1472238894,100,unsure,0,10079.23333
kriaukle,sink,H1,H,1471631292,1471631917,1471632741,1471633476,1471634112,1471634768,1472238913,100,sink,1,10080.01667
kamuolys,ball,H1,H,1471631302,1471631901,1471632715,1471633488,1471634126,1471634759,1472238936,51,unsure,0,10080.16667
gelezis,iron,H1,H,1471631312,1471632038,1471632830,1471633575,1471634233,1471634776,1472238957,0,iron,1,10078.73333
kardas,sword,H1,H,1471631328,1471631978,1471632820,1471633591,1471634223,1471634788,1472238965,100,sword,1,10079.03333
tiltas,bridge,H1,H,1471631342,1471632022,1471632789,1471633559,1471634180,1471634786,1472238974,50,bridge,1,10079.9
smegenys,brain,H1,H,1471631352,1471632006,1471632805,1471633544,1471634207,1471634783,1472238946,100,brain,1,10078.98333
sesuo,sister,H1,H,1471631369,1471631992,1471632773,1471633528,1471634194,1471634781,1472238941,100,sister,1,10079.11667
padazas,gravy,H1,H,1471631385,1471632048,1471632866,1471633603,1471634285,1471634804,1472239021,49,gravy,1,10078.93333
plyta,brick,H1,H,1471631397,1471632077,1471632850,1471633635,1471634301,1471634791,1472238992,50,brick,1,10078.18333
lova,bed,H1,H,1471631409,1471632097,1471632880,1471633647,1471634245,1471634795,1472238981,100,bed,1,10078.93333
upe,river,H1,H,1471631423,1471632063,1471632840,1471633623,1471634257,1471634800,1472239010,90,river,1,10079.21667
kirvis,axe,H1,H,1471631433,1471632087,1471632894,1471633613,1471634273,1471634797,1472239002,60,ax,0,10078.81667
kunigas,priest,H1,H,1471631447,1471632155,1471632914,1471633720,1471634340,1471634809,1472239040,100,unsure,0,10078.33333
knyga,book,H1,H,1471631463,1471632133,1471632904,1471633676,1471634352,1471634814,1472239044,100,book,1,10078.2
varpas,bell,H1,H,1471631473,1471632121,1471632925,1471633692,1471634364,1471634819,1472239072,50,bell,1,10078.46667
miestas,city,H1,H,1471631488,1471632111,1471632939,1471633659,1471634313,1471634816,1472239064,100,city,1,10079.18333
lietus,rain,H1,H,1471631502,1471632143,1471632949,1471633706,1471634324,1471634807,1472239057,75,rain,1,10078.88333
batas,shoe,H1,H,1471631516,1471632180,1471632993,1471633768,1471634378,1471634845,1472239078,100,shoe,1,10078.33333
karalius,king,H1,H,1471631532,1471632220,1471633009,1471633730,1471634410,1471634841,1472239086,100,king,1,10077.93333
akis,eye,H1,H,1471631544,1471632206,1471632981,1471633778,1471634388,1471634852,1472239114,100,eye,1,10078.76667
masina,car,H1,H,1471631556,1471632196,1471633023,1471633758,1471634424,1471634822,1472239093,100,machine,0,10077.81667
pinigine,wallet,H1,H,1471631568,1471632169,1471632965,1471633742,1471634400,1471634827,1472239101,50,unsure,0,10078.35
laikrodis,clock,H1,H,1471631578,1471632248,1471633062,1471633841,1471634487,1471634876,1472239138,98,clock,1,10077.51667
laiptelis,stair,H1,H,1471631590,1471632234,1471633052,1471633791,1471634457,1471634867,1472239120,0,step,0,10077.71667
kumpis,ham,H1,H,1471631607,1471632285,1471633040,1471633805,1471634471,1471634873,1472239129,55,ham,1,10077.63333
duona,bread,H1,H,1471631619,1471632264,1471633074,1471633829,1471634441,1471634870,1472239147,100,bread,1,10078.43333
vaistas,drug,H1,H,1471631633,1471632274,1471633086,1471633817,1471634503,1471634879,1472239156,100,medicine,0,10077.55
pastatas,building,H10,H,1475086991,1475087680,1475088354,1475089267,1475089927,1475090879,1475689849,74,limb,0,9998.7
mesa,meat,H10,H,1475087003,1475087654,1475088410,1475089237,1475089951,1475090875,1475689863,69,apple,0,9998.533333
kreida,chalk,H10,H,1475087017,1475087637,1475088370,1475089288,1475089941,1475090870,1475689874,51,sword,0,9998.883333
bugnas,drum,H10,H,1475087031,1475087668,1475088384,1475089277,1475089961,1475090885,1475689869,78,unsure,0,9998.466667
muilas,soap,H10,H,1475087043,1475087694,1475088400,1475089253,1475089971,1475090882,1475689878,38,unsure,0,9998.45
rusys,basement,H10,H,1475087059,1475087736,1475088451,1475089330,1475089999,1475090888,1475689881,56,unsure,0,9998.033333
mokykla,school,H10,H,1475087073,1475087748,1475088479,1475089354,1475090036,1475090902,1475689884,69,sword,0,9997.466667
dirzas,belt,H10,H,1475087090,1475087758,1475088463,1475089302,1475089987,1475090906,1475689896,50,unsure,0,9998.483333
pupa,bean,H10,H,1475087102,1475087708,1475088422,1475089342,1475090011,1475090895,1475689899,83,unsure,0,9998.133333
nafta,oil,H10,H,1475087118,1475087722,1475088436,1475089314,1475090026,1475090891,1475689893,50,unsure,0,9997.783333
sausainis,cookie,H10,H,1475087128,1475087815,1475088549,1475089407,1475090082,1475090931,1475689910,63,unsure,0,9997.133333
purvas,dirt,H10,H,1475087138,1475087825,1475088517,1475089394,1475090092,1475090939,1475689913,58,unsure,0,9997.016667
traukinys,train,H10,H,1475087148,1475087771,1475088491,1475089366,1475090060,1475090924,1475689904,36,unsure,0,9997.4
arbata,tea,H10,H,1475087158,1475087787,1475088533,1475089417,1475090046,1475090910,1475689907,50,unsure,0,9997.683333
smuikas,violin,H10,H,1475087174,1475087803,1475088507,1475089382,1475090072,1475090917,1475689916,61,unsure,0,9997.4
burna,mouth,H10,H,1475087191,1475087900,1475088592,1475089481,1475090161,1475090949,1475689921,60,city,0,9996
daina,song,H10,H,1475087201,1475087884,1475088562,1475089467,1475090149,1475090967,1475689929,60,unsure,0,9996.333333
zele,jelly,H10,H,1475087217,1475087867,1475088618,1475089431,1475090135,1475090961,1475689919,60,unsure,0,9996.4
kriaukle,sink,H10,H,1475087227,1475087851,1475088602,1475089441,1475090106,1475090953,1475689926,50,unsure,0,9997
kamuolys,ball,H10,H,1475087237,1475087835,1475088576,1475089453,1475090120,1475090943,1475689934,53,unsure,0,9996.9
gelezis,iron,H10,H,1475087247,1475087972,1475088691,1475089540,1475090227,1475090980,1475689941,40,unsure,0,9995.233333
kardas,sword,H10,H,1475087263,1475087912,1475088681,1475089556,1475090217,1475091002,1475689943,79,unsure,0,9995.433333
tiltas,bridge,H10,H,1475087277,1475087956,1475088650,1475089523,1475090175,1475090992,1475689947,50,unsure,0,9996.2
smegenys,brain,H10,H,1475087287,1475087940,1475088666,1475089509,1475090201,1475090987,1475689939,62,unsure,0,9995.633333
sesuo,sister,H10,H,1475087304,1475087926,1475088634,1475089493,1475090189,1475090984,1475689937,44,unsure,0,9995.8
padazas,gravy,H10,H,1475087320,1475087982,1475088727,1475089568,1475090280,1475091033,1475689958,61,palace,0,9994.633333
plyta,brick,H10,H,1475087332,1475088011,1475088711,1475089600,1475090296,1475091010,1475689951,66,unsure,0,9994.25
lova,bed,H10,H,1475087344,1475088031,1475088741,1475089612,1475090239,1475091015,1475689949,56,unsure,0,9995.166667
upe,river,H10,H,1475087358,1475087996,1475088701,1475089588,1475090252,1475091027,1475689956,60,unsure,0,9995.066667
kirvis,axe,H10,H,1475087368,1475088021,1475088755,1475089578,1475090268,1475091023,1475689954,66,unsure,0,9994.766667
kunigas,priest,H10,H,1475087382,1475088089,1475088775,1475089685,1475090334,1475091046,1475689961,80,sword,0,9993.783333
knyga,book,H10,H,1475087398,1475088067,1475088765,1475089640,1475090346,1475091058,1475689965,70,sword,0,9993.65
varpas,bell,H10,H,1475087409,1475088055,1475088785,1475089657,1475090358,1475091068,1475689975,78,unsure,0,9993.616667
miestas,city,H10,H,1475087423,1475088045,1475088800,1475089624,1475090308,1475091061,1475689971,68,unsure,0,9994.383333
lietus,rain,H10,H,1475087437,1475088077,1475088810,1475089671,1475090318,1475091040,1475689969,45,unsure,0,9994.183333
batas,shoe,H10,H,1475087451,1475088114,1475088854,1475089733,1475090373,1475091091,1475689978,91,shoe,1,9993.416667
karalius,king,H10,H,1475087467,1475088154,1475088870,1475089695,1475090405,1475091086,1475689981,63,unsure,0,9992.933333
